Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
AJY53712.1 |VP35 matrix protein,0.99088,0.00912,99.09%,0.91%,-0.9908
APW84515.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84516.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84524.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84525.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84533.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84534.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84542.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84543.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84551.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84552.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84560.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84561.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84569.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84570.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84578.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84579.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84587.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84588.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84596.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84597.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84605.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84606.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84614.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84615.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
APW84623.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84624.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84632.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84633.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84641.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84642.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84650.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84651.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84660.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84668.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84669.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84677.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84678.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84686.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84687.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84695.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84696.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84704.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84705.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84713.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84714.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84722.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84723.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84731.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84732.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84740.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84741.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84749.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84750.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84758.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84759.1 |matrix protein,0.81902,0.18098,81.9%,18.1%,-0.779
APW84767.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84768.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84776.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84777.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84785.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84786.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84794.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84795.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84803.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84804.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84812.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84813.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84821.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84822.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84830.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84831.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84839.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84840.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
APW84848.1 |VP40 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
APW84849.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27301.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27310.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27319.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27328.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27337.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27346.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27355.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27364.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27373.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27382.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27391.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27400.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27409.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27418.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27427.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27436.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27445.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27454.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27463.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27472.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27481.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27490.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27499.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27508.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27517.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27526.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27535.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27544.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27553.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27562.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27571.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27580.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27589.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27598.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27607.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQA27616.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
AQS26704.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AQS26713.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AQS26722.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AQS26731.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AQS26740.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ARC95296.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ARC95305.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43220.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43229.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43238.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43247.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43256.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43265.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43274.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43283.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43292.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43301.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43310.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43319.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43328.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43337.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43346.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43355.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43364.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43373.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43382.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43391.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43400.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43409.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43418.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43427.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43436.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43445.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43454.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43463.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43472.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43481.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43490.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43499.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43508.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43517.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43526.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43535.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43544.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43553.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43562.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43571.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43580.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43589.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43598.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43607.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43616.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43625.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43634.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43643.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43652.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43661.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43670.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43679.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43688.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43697.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43706.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43715.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43724.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43733.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43742.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43751.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43760.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43769.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43778.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43787.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43796.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43805.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43814.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43823.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43832.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43841.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43850.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43859.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43868.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43877.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43886.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43895.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43904.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43913.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43922.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43931.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43940.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43949.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43958.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43967.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43976.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43985.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG43994.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG44003.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG44012.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG44021.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG44030.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARG44039.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ARV89890.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASJ82194.1 |VP40 matrix protein,0.79448,0.20552,79.45%,20.55%,-0.7413
ASJ82203.1 |VP40 matrix protein,0.78528,0.21472,78.53%,21.47%,-0.7266
ASU06433.1 |matrix protein VP40,0.84894,0.15106,84.89%,15.11%,-0.8221
ASU06442.1 |matrix protein VP40,0.84894,0.15106,84.89%,15.11%,-0.8221
ASV62106.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62115.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62124.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62133.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62142.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62151.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62160.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62169.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62193.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62211.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62220.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62229.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62238.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ASV62261.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
ATY51098.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ATY51107.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ATY51116.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ATY51125.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ATY51134.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
ATY51143.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AVQ09620.1 |VP35 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
AVQ09621.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AVQ09629.1 |VP35 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
AVQ09630.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AVQ09638.1 |VP35 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
AVQ09639.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AVQ09647.1 |VP35 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
AVQ09648.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AVQ09656.1 |VP35 matrix protein,0.64412,0.35588,64.41%,35.59%,-0.4475
AVQ09657.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AWK96570.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AWK96579.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
AWK96588.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
AWK96597.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AWK96606.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AWK96615.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AWK96624.1 |matrix protein,0.80675,0.19325,80.67%,19.33%,-0.7605
AWK96633.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AWK96642.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
AWU50986.2 |matrix protein VP40,0.81595,0.18405,81.6%,18.4%,-0.7744
AWZ62326.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
AXH37626.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07380.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07389.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07398.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07407.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07416.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07425.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07434.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07443.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07452.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07461.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07470.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07479.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07488.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07497.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AXP07506.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AYI50306.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
AYI50315.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
AYI50375.1 |UNVERIFIED: matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
AYI50381.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
AYN74048.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74057.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74066.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74075.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74084.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74093.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74102.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74111.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74120.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74129.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74138.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74147.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74156.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74165.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74174.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYN74183.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
AYW17070.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
BAB69005.1 |matrix protein,0.85196,0.14804,85.2%,14.8%,-0.8262
NP_066245.1 |matrix protein,0.81595,0.18405,81.6%,18.4%,-0.7744
NP_690582.1 |matrix protein,0.83082,0.16918,83.08%,16.92%,-0.7964
QCF40466.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40475.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40484.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40493.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40502.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40511.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40529.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40538.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QCF40547.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QDC12557.1 |matrix protein,0.89264,0.10736,89.26%,10.74%,-0.8797
QEU56415.1 |matrix protein VP40,0.81288,0.18712,81.29%,18.71%,-0.7698
QMS54661.1 |matrix protein,0.80982,0.19018,80.98%,19.02%,-0.7652
QNC49532.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49541.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49559.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49577.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49595.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49604.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49613.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49640.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49649.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49667.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49676.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49685.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QNC49694.1 |matrix protein,0.79141,0.20859,79.14%,20.86%,-0.7364
QOU08479.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
QOU08488.1 |matrix protein,0.80061,0.19939,80.06%,19.94%,-0.751
QXV44983.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
QXV44992.1 |matrix protein,0.81288,0.18712,81.29%,18.71%,-0.7698
