Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
AJY53712.1|VP35 matrix protein,0.79027,0.20973,79.03%,20.97%,-0.7346
APW84497.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84498.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84506.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84507.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84515.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84516.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84524.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84525.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84533.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84534.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84542.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84543.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84551.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84552.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84560.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84561.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84569.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84570.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84578.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84579.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84587.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84588.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84596.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84597.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84605.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84606.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84614.1|VP40 matrix protein,0.53529,0.46471,53.53%,46.47%,-0.1319
APW84615.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84623.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84624.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84632.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84633.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84641.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84642.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84650.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84651.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84660.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84668.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84669.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84677.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84678.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84686.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84687.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84695.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84696.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84704.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84705.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84713.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84714.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84722.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84723.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84731.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84732.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84740.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84741.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84749.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84750.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84758.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84759.1|matrix protein,0.60429,0.39571,60.43%,39.57%,-0.3452
APW84767.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84768.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84776.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84777.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84785.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84786.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84794.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84795.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84803.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84804.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84812.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84813.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84821.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84822.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84830.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84831.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84839.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84840.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
APW84848.1|VP40 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
APW84849.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AQA27301.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27310.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27319.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27328.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27337.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27346.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27355.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27364.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27373.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27382.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27391.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27400.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27409.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27418.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27427.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27436.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27445.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27454.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27463.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27472.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27481.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27490.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27499.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27508.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27517.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27526.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27535.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27544.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27553.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27562.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27571.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27580.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27589.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27598.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27607.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQA27616.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
AQS26704.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AQS26713.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AQS26722.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AQS26731.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AQS26740.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ARC95296.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ARC95305.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ARG43220.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43229.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43238.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43247.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43256.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43265.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43274.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43283.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43292.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43301.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43310.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43319.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43328.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43337.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43346.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43355.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43364.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43373.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43382.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43391.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43400.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43409.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43418.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43427.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43436.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43445.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43454.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43463.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43472.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43481.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43490.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43499.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43508.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43517.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43526.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43535.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43544.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43553.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43562.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43571.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43580.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43589.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43598.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43607.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43616.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43625.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43634.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43643.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43652.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43661.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43670.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43679.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43688.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43697.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43706.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43715.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43724.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43733.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43742.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43751.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43760.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43769.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43778.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43787.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43796.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43805.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43814.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43823.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43832.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43841.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43850.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43859.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43868.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43877.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43886.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43895.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43904.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43913.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43922.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43931.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43940.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43949.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43958.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43967.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43976.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43985.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG43994.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG44003.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG44012.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG44021.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG44030.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARG44039.1|matrix protein VP40,0.6411,0.3589,64.11%,35.89%,-0.4402
ARV89890.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASJ82194.1|VP40 matrix protein,0.65644,0.34356,65.64%,34.36%,-0.4766
ASJ82203.1|VP40 matrix protein,0.65644,0.34356,65.64%,34.36%,-0.4766
ASU06433.1|matrix protein VP40,0.67372,0.32628,67.37%,32.63%,-0.5157
ASU06442.1|matrix protein VP40,0.67372,0.32628,67.37%,32.63%,-0.5157
ASV62106.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62115.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62124.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62133.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62142.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62151.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62160.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62169.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62193.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62211.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62220.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62229.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62238.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ASV62261.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
ATY51098.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ATY51107.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ATY51116.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ATY51125.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ATY51134.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
ATY51143.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AVQ09620.1|VP35 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
AVQ09621.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AVQ09629.1|VP35 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
AVQ09630.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AVQ09638.1|VP35 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
AVQ09639.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AVQ09647.1|VP35 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
AVQ09648.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AVQ09656.1|VP35 matrix protein,0.54706,0.45294,54.71%,45.29%,-0.172
AVQ09657.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AWK96570.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AWK96579.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
AWK96588.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
AWK96597.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AWK96606.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AWK96615.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AWK96624.1|matrix protein,0.61043,0.38957,61.04%,38.96%,-0.3618
AWK96633.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AWK96642.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
AWU50986.2|matrix protein VP40,0.6319,0.3681,63.19%,36.81%,-0.4175
AWZ62326.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
AXH37626.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AXP07380.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07389.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07398.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07407.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07416.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07425.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07434.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07443.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07452.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07461.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07470.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07479.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07488.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07497.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AXP07506.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AYI50306.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
AYI50315.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
AYI50375.1|UNVERIFIED: matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
AYI50381.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
AYN74048.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74057.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74066.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74075.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74084.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74093.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74102.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74111.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74120.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74129.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74138.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74147.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74156.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74165.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74174.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYN74183.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
AYW17070.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
BAB69005.1|matrix protein,0.63746,0.36254,63.75%,36.25%,-0.4313
NP_066245.1|matrix protein,0.62577,0.37423,62.58%,37.42%,-0.402
NP_690582.1|matrix protein,0.63142,0.36858,63.14%,36.86%,-0.4163
QCF40466.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40475.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40484.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40493.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40502.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40511.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40529.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40538.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QCF40547.1|matrix protein,0.6319,0.3681,63.19%,36.81%,-0.4175
QDC12557.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
QEU56415.1|matrix protein VP40,0.60123,0.39877,60.12%,39.88%,-0.3367
QMS54661.1|matrix protein,0.61043,0.38957,61.04%,38.96%,-0.3618
QNC49532.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49541.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49559.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49577.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49595.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49604.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49613.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49640.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49649.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49667.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49676.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49685.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QNC49694.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QOU08479.1|matrix protein,0.65644,0.34356,65.64%,34.36%,-0.4766
QOU08488.1|matrix protein,0.65644,0.34356,65.64%,34.36%,-0.4766
QXV44983.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
QXV44992.1|matrix protein,0.60123,0.39877,60.12%,39.88%,-0.3367
QYU59237.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QYU59246.1|matrix protein,0.59202,0.40798,59.2%,40.8%,-0.3109
QYU59255.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
QYU59264.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
QYU59273.1|matrix protein,0.60736,0.39264,60.74%,39.26%,-0.3535
