Naziv_proteina,frakcijska_razlika_A,frakcijska_razlika_C,frakcijska_razlika_D,frakcijska_razlika_E,frakcijska_razlika_F,frakcijska_razlika_G,frakcijska_razlika_H,frakcijska_razlika_I,frakcijska_razlika_K,frakcijska_razlika_L,frakcijska_razlika_M,frakcijska_razlika_N,frakcijska_razlika_P,frakcijska_razlika_Q,frakcijska_razlika_R,frakcijska_razlika_S,frakcijska_razlika_T,frakcijska_razlika_V,frakcijska_razlika_W,frakcijska_razlika_Y
ALR82795.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4181,0,1.9412
ALR82804.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82813.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82822.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82831.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4181,0,1.9412
ALR82840.1 ___virion spike glycoprotein precursor,-0.3319,0.0,-0.0767,-0.1889,4.7126,0.8196,-0.6239,2.0467,0.0344,1.3274,-0.8589,-0.3048,-0.4076,0.005,0.9042,-0.7679,-0.3872,0.4811,0,1.9621
ALR82849.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82858.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR82867.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82876.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR82885.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82894.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82903.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82912.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR82921.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82930.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82939.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.406,0.4706,0,1.9412
ALR82948.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,1.9412,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7479,-0.3915,0.4706,0,1.9412
ALR82957.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82966.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR82975.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR82984.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR82993.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83002.1 ___virion spike glycoprotein precursor,-0.3047,0.0,-0.0702,-0.1832,4.7532,0.6272,-0.6212,2.0684,0.2252,1.2906,-0.8579,-0.3466,-0.4407,0.0121,0.9177,-0.7585,-0.3975,0.4916,0,1.9831
ALR83011.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR83020.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.2605,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8207,-0.7619,-0.3915,0.4706,0,1.9412
ALR83029.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83038.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83047.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83056.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR83065.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR83074.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83083.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.1092,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4181,0,1.9412
ALR83092.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83101.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83110.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83119.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
ALR83128.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.406,0.4706,0,1.9412
ALR83137.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ALR83146.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
AMZ00481.1 ___virion spike glycoprotein,-0.0893,7.8469,0.1059,-0.3447,4.898,1.0889,0.1059,4.0133,-0.2218,1.8875,0.4745,-0.517,-0.6544,-0.3929,0.0,-0.6224,-0.6041,1.3346,0,1.0274
AMZ00488.1 ___virion spike glycoprotein,0.6223,7.9229,-0.3169,-0.1888,7.1117,1.5146,-0.279,2.0013,-0.015,0.8927,0.014,-0.5552,-0.7465,-0.5043,1.2017,-0.6215,-0.4423,1.2983,0,2.5151
APW84407.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
APW84418.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.4118,0.3072,0,1.9412
APW84427.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84436.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.2605,1.3109,-0.8599,-0.3838,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84445.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.6765,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3539,0,1.9412
APW84454.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84463.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.2605,1.3109,-0.8599,-0.3838,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84472.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84481.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.4118,0.3072,0,1.9412
APW84490.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.2605,1.3109,-0.8599,-0.3838,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84499.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84508.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84517.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
APW84526.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84535.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.2605,1.0542,-0.8599,-0.3557,-0.4118,-0.0021,0.8207,-0.7619,-0.3915,0.4706,0,1.9412
APW84544.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84553.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.2605,1.3109,-0.8599,-0.3838,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84562.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84571.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84580.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84589.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84598.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84607.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.2605,1.0542,-0.8599,-0.3557,-0.4118,-0.0021,0.8207,-0.7619,-0.3915,0.4706,0,1.9412
APW84616.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2297,4.6723,0.8487,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84625.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.2605,1.0542,-0.8599,-0.3557,-0.4118,-0.0021,0.8207,-0.7619,-0.3915,0.4706,0,1.9412
APW84634.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.2605,1.0542,-0.8599,-0.3557,-0.4118,-0.0021,0.8207,-0.7619,-0.3915,0.4706,0,1.9412
APW84643.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84652.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84661.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84670.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84679.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84688.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84697.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84706.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84715.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84724.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84733.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84742.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.7815,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.3072,0,1.9412
APW84751.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84760.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84769.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84778.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84787.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84796.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84805.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84814.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84823.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84832.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
APW84841.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
APW84850.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.3806,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,1.2689,-0.7696,-0.3915,0.4706,0,1.9412
AQS26701.1 ___virion spike glycoprotein precursor,-0.3587,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.5231,0,1.9412
AQS26710.1 ___virion spike glycoprotein precursor,-0.3366,0.0,0.0084,-0.2566,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
AQS26719.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
AQS26728.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
AQS26737.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
AQZ41285.1 ___spike glycoprotein,1.459,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2726,0,3.3393
AQZ41311.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AQZ41322.1 ___spike glycoprotein,-0.1183,0.0,0.3548,-0.3226,0.0,0.914,-0.6344,3.6452,-0.4065,1.5376,-0.6129,0.0,-0.3978,0.4624,-0.659,-0.6686,0.1097,-0.1797,0,3.8387
AQZ41332.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AQZ41343.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AQZ41354.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AQZ41365.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AQZ41376.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ARC95297.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
ARC95306.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
