Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
ARG43265.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43274.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43283.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43292.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43301.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43310.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43319.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43328.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43337.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43346.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43355.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43364.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43373.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43382.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43391.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43400.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43409.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43418.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43427.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43436.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43445.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43454.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43463.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43472.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43481.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43490.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43499.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43508.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43517.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43526.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43535.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43544.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43553.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43562.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43571.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43580.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43589.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43598.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43607.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43616.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43625.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43634.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43643.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43652.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43661.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43670.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43679.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43688.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43697.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43706.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43715.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43724.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43733.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43742.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43751.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43760.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43769.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43778.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43787.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43796.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43805.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43814.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43823.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43832.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43841.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43850.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43859.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43868.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43877.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43886.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43895.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43904.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43913.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43922.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43931.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43940.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43949.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43958.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43967.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43976.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43985.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG43994.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG44003.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG44012.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG44021.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG44030.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARG44039.1 ___matrix protein VP40,0.6227,0.3773,62.27%,37.73%,-0.3941
ARV89890.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASU06433.1 ___matrix protein VP40,0.73414,0.26586,73.41%,26.59%,-0.6379
ASU06442.1 ___matrix protein VP40,0.73414,0.26586,73.41%,26.59%,-0.6379
ASV62106.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62115.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62124.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62133.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62142.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62151.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62160.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62169.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62193.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62211.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62220.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62229.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62238.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ASV62261.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
ATY51098.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ATY51107.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ATY51116.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ATY51125.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ATY51134.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
ATY51143.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AVQ09621.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AVQ09630.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AVQ09639.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AVQ09648.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AVQ09657.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AWK96570.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AWK96579.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
AWK96588.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
AWK96597.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AWK96606.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AWK96615.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AWK96624.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
AWK96633.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AWK96642.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
AWU50986.2 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
AWZ62326.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXH37626.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07380.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07389.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07398.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07407.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07416.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07425.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07434.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07443.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07452.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07461.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07470.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07479.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07488.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07497.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AXP07506.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYI50306.1 ___matrix protein,0.71166,0.28834,71.17%,28.83%,-0.5948
AYI50315.1 ___matrix protein,0.71166,0.28834,71.17%,28.83%,-0.5948
AYI50381.1 ___matrix protein,0.71166,0.28834,71.17%,28.83%,-0.5948
AYN74048.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74057.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74066.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74075.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74084.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74093.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74102.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74111.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74120.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74129.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74138.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74147.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74156.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74165.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74174.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYN74183.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
AYW17070.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
BAB69005.1 ___matrix protein,0.73716,0.26284,73.72%,26.28%,-0.6434
NP_066245.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
NP_690582.1 ___matrix protein,0.71601,0.28399,71.6%,28.4%,-0.6034
QCF40466.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40475.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40484.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40493.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40502.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40511.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40529.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40538.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QCF40547.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QDC12557.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
QEU56415.1 ___matrix protein VP40,0.61656,0.38344,61.66%,38.34%,-0.3781
QMS54661.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QNC49532.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49541.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49559.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49577.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49595.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49604.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49613.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49640.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49649.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49667.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49676.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49685.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QNC49694.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
QOU08479.1 ___matrix protein,0.73006,0.26994,73.01%,26.99%,-0.6303
QOU08488.1 ___matrix protein,0.73006,0.26994,73.01%,26.99%,-0.6303
QXV44983.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QXV44992.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QYU59237.1 ___matrix protein,0.71166,0.28834,71.17%,28.83%,-0.5948
QYU59246.1 ___matrix protein,0.71166,0.28834,71.17%,28.83%,-0.5948
QYU59255.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
QYU59264.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
QYU59273.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
QYU59282.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
QYU59291.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QYU59300.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QYU59309.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
QYU59318.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
SCD11533.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WBH05259.1 ___matrix protein,0.72699,0.27301,72.7%,27.3%,-0.6245
WDG39715.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WDG39724.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WDG39733.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39664.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39673.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39682.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39691.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39700.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39709.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39718.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39727.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39736.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39745.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39754.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39763.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39772.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39781.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39790.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39799.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39808.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39817.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39826.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39835.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39844.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39853.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
WGV39862.1 ___matrix protein,0.61656,0.38344,61.66%,38.34%,-0.3781
YP_003815425.1 ___matrix protein,0.69325,0.30675,69.33%,30.67%,-0.5575
YP_003815434.1 ___matrix protein,0.71166,0.28834,71.17%,28.83%,-0.5948
YP_009513276.1 ___matrix protein,0.73006,0.26994,73.01%,26.99%,-0.6303
YP_138522.1 ___matrix protein,0.69939,0.30061,69.94%,30.06%,-0.5702
