Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AQA27317.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27326.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27335.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27344.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27353.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27362.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27371.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27380.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27389.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27398.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27407.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27416.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27425.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27434.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27443.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27452.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27461.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27470.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27479.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27488.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27497.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27506.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27515.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27524.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27533.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27542.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27551.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27560.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27569.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27578.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27587.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27596.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27605.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQA27614.1 ___nucleoprotein,0.0816,0.0585,0.3946,0.0079,0.0,0.0,0.0342,0.1281,-0.733,0.0553,0.1086,-0.4913,0.0579,0.0111,4.1961,0.0684,0.0418,0.6375,0.0474,0.0306,0.5459,0.0447,0.0251,0.7845,0.0526,0.0501,0.0497,0.1237,0.0585,1.1144,0.0368,0.0167,1.2044,0.0395,0.0501,-0.2127,0.0289,0.0919,-0.6851,0.0605,0.0836,-0.2757,0.0447,0.0446,0.0038,0.05,0.0752,-0.3352,0.0342,0.078,-0.5614,0.0868,0.0279,2.1176,0.0079,0.0028,1.8342,0.0368,0.0167,1.2044
AQS26700.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AQS26709.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AQS26718.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AQS26727.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AQS26736.1 ___nucleoprotein,0.0859,0.0525,0.6361,0.0101,0.0,0.0,0.0354,0.1341,-0.7364,0.053,0.1079,-0.5084,0.0581,0.0087,5.6406,0.0657,0.0466,0.4075,0.0429,0.035,0.2271,0.0455,0.0262,0.7323,0.053,0.0437,0.2126,0.1237,0.0525,1.3579,0.0379,0.0146,1.5985,0.0429,0.0437,-0.0184,0.0303,0.0875,-0.6535,0.0581,0.0875,-0.3359,0.0455,0.0466,-0.0256,0.048,0.0816,-0.4122,0.0328,0.0845,-0.6117,0.0859,0.0262,2.2722,0.0076,0.0029,1.5985,0.0379,0.0175,1.1654
AQZ41292.1 ___nucleoprotein,0.0753,0.0881,-0.1457,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.022,0.7086,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.022,-0.5118,0.0645,0.0881,-0.2677,0.0645,0.0969,-0.3343,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1322,-0.8373,0.0484,0.0969,-0.5007,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
AQZ41303.1 ___nucleoprotein,0.0753,0.0837,-0.1007,0.0,0.0,0.0,0.0645,0.0352,0.8306,0.0323,0.0308,0.0461,0.043,0.0264,0.6272,0.1129,0.0749,0.5076,0.0215,0.0088,1.4409,0.0376,0.0308,0.2204,0.0484,0.0881,-0.4508,0.1183,0.0176,5.7124,0.0108,0.0176,-0.3898,0.0645,0.0881,-0.2677,0.0645,0.1013,-0.3633,0.0591,0.0573,0.0327,0.0484,0.0749,-0.3539,0.0215,0.1322,-0.8373,0.0484,0.0925,-0.477,0.043,0.0396,0.0848,0.0323,0.0,0.0,0.0538,0.0,0.0
