Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
ARG43290.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43299.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43299.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43308.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43308.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43317.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43317.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43326.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43326.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0529,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.0752,0.0279,0.0028,0.0167,neuređen
ARG43335.1 ___nucleoprotein,0.0809,0.0078,0.0339,0.0548,0.0574,0.0679,0.047,0.047,0.0522,0.1227,0.0366,0.0392,0.0287,0.0653,0.0444,0.0496,0.0339,0.0862,0.0078,0.0366,uređen
ARG43335.1 ___nucleoprotein,0.059,0.0,0.1292,0.1096,0.014,0.0421,0.0337,0.0225,0.0506,0.0562,0.0169,0.0506,0.0899,0.0787,0.0449,0.0758,0.0787,0.0281,0.0028,0.0169,neuređen
ARG43344.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43344.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43353.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43353.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43362.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43362.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43371.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43371.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43380.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43380.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43389.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43389.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43398.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43398.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43407.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43407.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43416.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43416.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43425.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43425.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43434.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43434.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43443.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43443.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43452.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43452.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43461.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43461.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43470.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43470.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43479.1 ___nucleoprotein,0.0801,0.0078,0.0336,0.0543,0.0594,0.0672,0.0465,0.0465,0.0517,0.124,0.0362,0.0413,0.0284,0.0646,0.0465,0.0491,0.0336,0.0853,0.0078,0.0362,uređen
ARG43479.1 ___nucleoprotein,0.0568,0.0,0.1307,0.1108,0.0085,0.0426,0.0341,0.0227,0.0511,0.0568,0.017,0.0483,0.0938,0.0795,0.0398,0.0767,0.0795,0.0312,0.0028,0.017,neuređen
ARG43488.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43488.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43497.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43497.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43506.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43506.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43515.1 ___nucleoprotein,0.0866,0.0074,0.0322,0.0569,0.0569,0.0644,0.047,0.0495,0.0545,0.1213,0.0347,0.0396,0.0272,0.0619,0.0446,0.052,0.0396,0.0817,0.0074,0.0347,uređen
ARG43515.1 ___nucleoprotein,0.0507,0.0,0.1373,0.1104,0.009,0.0448,0.0299,0.0179,0.0478,0.0597,0.0179,0.0507,0.0955,0.0836,0.0448,0.0746,0.0746,0.0299,0.003,0.0179,neuređen
ARG43524.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43524.1 ___nucleoprotein,0.0585,0.0,0.1253,0.1086,0.0111,0.0446,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43533.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43533.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43542.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43542.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43551.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43551.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43560.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43560.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43569.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43569.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43578.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43578.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43587.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43587.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43596.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43596.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43605.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43605.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43614.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43614.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43623.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43623.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43632.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43632.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43641.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43641.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43650.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43650.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43659.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43659.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43668.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43668.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43677.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43677.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43686.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43686.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43695.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43695.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43704.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43704.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43713.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43713.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43722.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43722.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43731.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43731.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43740.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43740.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43749.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43749.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43758.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43758.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43767.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43767.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43776.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43776.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43785.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43785.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
ARG43794.1 ___nucleoprotein,0.0816,0.0079,0.0342,0.0553,0.0579,0.0684,0.0474,0.0447,0.0526,0.1237,0.0368,0.0395,0.0289,0.0605,0.0447,0.05,0.0342,0.0868,0.0079,0.0368,uređen
ARG43794.1 ___nucleoprotein,0.0585,0.0,0.1281,0.1086,0.0111,0.0418,0.0306,0.0251,0.0501,0.0585,0.0167,0.0501,0.0919,0.0836,0.0446,0.0752,0.078,0.0279,0.0028,0.0167,neuređen
