Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
ASU45696.1 ___spike glycoprotein,0.0663,0.0328,0.0491,0.0335,0.0562,0.0694,0.0133,0.0562,0.0367,0.092,0.014,0.0601,0.0437,0.0538,0.0296,0.0897,0.0671,0.0702,0.0078,0.0585,uređen
ASU45696.1 ___spike glycoprotein,0.0282,0,0.0423,0.0423,0,0.0423,0.0423,0.0141,0.0563,0.0282,0.0423,0,0.0845,0.0282,0.0986,0.2817,0.0845,0.0704,0,0.0141,neuređen
ASU45708.1 ___spike glycoprotein,0.0663,0.0328,0.0491,0.0335,0.0562,0.0694,0.0133,0.0562,0.0367,0.092,0.014,0.0601,0.0437,0.0538,0.0296,0.0897,0.0671,0.0702,0.0078,0.0585,uređen
ASU45708.1 ___spike glycoprotein,0.0282,0,0.0423,0.0423,0,0.0423,0.0423,0.0141,0.0563,0.0282,0.0423,0,0.0845,0.0282,0.0986,0.2817,0.0845,0.0704,0,0.0141,neuređen
ASU45719.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45719.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45730.1 ___spike glycoprotein,0.0665,0.0329,0.0493,0.0329,0.0556,0.0696,0.0133,0.0571,0.0368,0.0923,0.0141,0.0603,0.043,0.054,0.0297,0.09,0.0673,0.0689,0.0078,0.0587,uređen
ASU45730.1 ___spike glycoprotein,0.0267,0,0.04,0.0533,0,0.04,0.04,0.0133,0.0533,0.0267,0.04,0,0.1067,0.0267,0.0933,0.2667,0.0667,0.0933,0,0.0133,neuređen
ASU45741.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45741.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45752.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45752.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45763.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45763.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45774.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45774.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45785.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45785.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45796.1 ___spike glycoprotein,0.0679,0.0328,0.0499,0.0328,0.0554,0.0694,0.0133,0.0562,0.0367,0.092,0.014,0.0601,0.0437,0.053,0.0304,0.0897,0.0671,0.0694,0.0078,0.0585,uređen
ASU45796.1 ___spike glycoprotein,0.0141,0,0.0282,0.0563,0,0.0423,0.0423,0.0141,0.0563,0.0282,0.0423,0,0.0845,0.0282,0.0986,0.2676,0.0845,0.0986,0,0.0141,neuređen
ASU45807.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0141,0.0563,0.0367,0.0923,0.0141,0.0594,0.0438,0.0532,0.0297,0.0907,0.0672,0.0688,0.0078,0.0586,uređen
ASU45807.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45818.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0141,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0532,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45818.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45829.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45829.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45840.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45840.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45851.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0141,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0532,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45851.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45862.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0141,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0532,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45862.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU45873.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0899,0.0672,0.0688,0.0078,0.0586,uređen
ASU45873.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU89921.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU89921.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU89933.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU89933.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU89944.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU89944.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU89955.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0547,0.0696,0.0133,0.0563,0.0367,0.093,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU89955.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU89966.1 ___spike glycoprotein,0.0672,0.0328,0.0492,0.0328,0.0547,0.0695,0.0133,0.0563,0.0367,0.093,0.0141,0.0602,0.0445,0.0531,0.0297,0.0875,0.0688,0.0695,0.0078,0.0586,uređen
ASU89966.1 ___spike glycoprotein,0.0274,0,0.0411,0.0548,0,0.0411,0.0411,0.0137,0.0548,0.0274,0.0411,0,0.0822,0.0274,0.0959,0.274,0.0685,0.0959,0,0.0137,neuređen
ASU89977.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU89977.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU89988.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU89988.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU89999.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU89999.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90010.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0446,0.0539,0.0297,0.0876,0.068,0.0696,0.0078,0.0586,uređen
ASU90010.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90021.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90021.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90032.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90032.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90043.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU90043.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90054.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90054.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90065.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90065.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90076.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.043,0.0539,0.0297,0.0891,0.068,0.0696,0.0078,0.0586,uređen
ASU90076.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90087.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU90087.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90098.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU90098.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90109.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90109.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90120.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90120.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90131.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90131.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90142.1 ___spike glycoprotein,0.067,0.0327,0.0498,0.0335,0.0561,0.0701,0.0132,0.0561,0.0366,0.0919,0.014,0.06,0.0444,0.0537,0.0296,0.088,0.067,0.0701,0.0078,0.0584,uređen
ASU90142.1 ___spike glycoprotein,0.029,0,0.029,0.0435,0,0.029,0.0435,0.0145,0.058,0.029,0.0435,0,0.0725,0.029,0.1014,0.2899,0.087,0.087,0,0.0145,neuređen
ASU90153.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90153.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90164.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0571,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0665,0.0696,0.0078,0.0586,uređen
ASU90164.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90175.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0571,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0665,0.0696,0.0078,0.0586,uređen
ASU90175.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90186.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0446,0.0539,0.0297,0.0884,0.0672,0.0696,0.0078,0.0586,uređen
ASU90186.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90197.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0688,0.0078,0.0586,uređen
ASU90197.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90208.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90208.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90219.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0688,0.0078,0.0586,uređen
ASU90219.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90230.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0336,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0532,0.0297,0.0899,0.0672,0.0696,0.0078,0.0586,uređen
ASU90230.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90241.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.043,0.0539,0.0297,0.0891,0.068,0.0696,0.0078,0.0586,uređen
ASU90241.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0541,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0,neuređen
ASU90252.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0688,0.0078,0.0586,uređen
ASU90252.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90263.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90263.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90274.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU90274.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90285.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90285.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90295.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90295.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90307.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.043,0.0539,0.0297,0.0891,0.068,0.0688,0.0078,0.0586,uređen
ASU90307.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90318.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU90318.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90340.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.068,0.0696,0.0078,0.0586,uređen
ASU90340.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90351.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0555,0.0696,0.0133,0.0563,0.0367,0.0923,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0696,0.0078,0.0586,uređen
ASU90351.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90362.1 ___spike glycoprotein,0.0672,0.0328,0.0492,0.0336,0.0563,0.0695,0.0133,0.0563,0.0367,0.0914,0.0141,0.0602,0.0437,0.0539,0.0297,0.0883,0.068,0.0695,0.0078,0.0586,uređen
ASU90362.1 ___spike glycoprotein,0.0274,0,0.0411,0.0411,0,0.0411,0.0411,0.0137,0.0548,0.0274,0.0411,0,0.0822,0.0274,0.0959,0.274,0.0822,0.0959,0,0.0137,neuređen
ASU90373.1 ___spike glycoprotein,0.0672,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.093,0.0141,0.0602,0.0438,0.0539,0.0297,0.0884,0.0672,0.0688,0.0078,0.0586,uređen
ASU90373.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
ASU90384.1 ___spike glycoprotein,0.0665,0.0328,0.0493,0.0328,0.0563,0.0696,0.0133,0.0563,0.0367,0.093,0.0141,0.0602,0.0438,0.0539,0.0297,0.0891,0.0672,0.0688,0.0078,0.0586,uređen
ASU90384.1 ___spike glycoprotein,0.027,0,0.0405,0.0541,0,0.0405,0.0405,0.0135,0.0541,0.027,0.0405,0,0.0811,0.027,0.0946,0.2703,0.0811,0.0946,0,0.0135,neuređen
