Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
ARG43310.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43319.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43328.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43337.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43346.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43355.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43364.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43373.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43382.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43391.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43400.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43409.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43418.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43427.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43436.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43445.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43454.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43463.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43472.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43481.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43490.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43499.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43508.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43517.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43526.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43535.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43544.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43553.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43562.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43571.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43580.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43589.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43598.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43607.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43616.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43625.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43634.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43643.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43652.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43661.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
ARG43670.1 ___matrix protein VP40,0.064,0.0732,-0.1248,0.0099,0.0,0.0,0.0542,0.0488,0.1108,0.0197,0.0407,-0.5153,0.0394,0.0163,1.4236,0.0542,0.0813,-0.3335,0.0197,0.0244,-0.1921,0.0936,0.065,0.439,0.0591,0.0488,0.2118,0.1182,0.0732,0.6158,0.0296,0.0163,0.8177,0.0296,0.0732,-0.5961,0.0985,0.1382,-0.2872,0.0542,0.0,0.0,0.0197,0.0569,-0.6538,0.0345,0.1138,-0.697,0.0936,0.0813,0.1512,0.0739,0.0407,0.8177,0.0099,0.0,0.0,0.0246,0.0081,2.0296
