Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
ALT19767.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
ALT19776.1 ___nucleoprotein,0.57995,0.42005,57.99%,42.01%,-0.2757
APW84411.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84415.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84424.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84433.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84442.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84451.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84460.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84469.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84478.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84487.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84496.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84505.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84514.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84523.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84532.1 ___nucleoprotein,0.53992,0.46008,53.99%,46.01%,-0.1479
APW84541.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84550.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84559.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84568.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84577.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84586.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84595.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84604.1 ___nucleoprotein,0.53992,0.46008,53.99%,46.01%,-0.1479
APW84613.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84622.1 ___nucleoprotein,0.53992,0.46008,53.99%,46.01%,-0.1479
APW84631.1 ___nucleoprotein,0.53992,0.46008,53.99%,46.01%,-0.1479
APW84640.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84649.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
APW84658.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84667.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84676.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84685.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84694.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84703.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84712.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84721.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84730.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84739.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84748.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84757.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84766.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84775.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84784.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84793.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84802.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84811.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84820.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84829.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84838.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
APW84847.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AQA27299.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27308.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27317.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27326.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27335.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27344.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27353.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27362.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27371.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27380.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27389.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27398.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27407.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27416.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27425.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27434.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27443.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27452.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27461.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27470.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27479.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27488.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27497.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27506.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27515.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27524.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27533.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27542.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27551.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27560.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27569.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27578.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27587.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27596.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27605.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQA27614.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
AQS26700.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AQS26709.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AQS26718.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AQS26727.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AQS26736.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ARC95294.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ARC95303.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ARG43218.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43227.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43236.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43245.1 ___nucleoprotein,0.52097,0.47903,52.1%,47.9%,-0.0805
ARG43254.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43263.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43272.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43281.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43290.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43299.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43308.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43317.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43326.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43335.1 ___nucleoprotein,0.51827,0.48173,51.83%,48.17%,-0.0705
ARG43344.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43353.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43362.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43371.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43380.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43389.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43398.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43407.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43416.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43425.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43434.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43443.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43452.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43461.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43470.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43479.1 ___nucleoprotein,0.52368,0.47632,52.37%,47.63%,-0.0904
ARG43488.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43497.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43506.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43515.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
ARG43524.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43533.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43542.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43551.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43560.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43569.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43578.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43587.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43596.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43605.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43614.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43623.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43632.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43641.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43650.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43659.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43668.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43677.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43686.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43695.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43704.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43713.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43722.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43731.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43740.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43749.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43758.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43767.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43776.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43785.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43794.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43803.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43812.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43821.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43830.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43839.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43848.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43857.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43866.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43875.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43884.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43893.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43902.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43911.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43920.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43929.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43938.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43947.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43956.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43965.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43974.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43983.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG43992.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG44001.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG44010.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG44019.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG44028.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARG44037.1 ___nucleoprotein,0.51421,0.48579,51.42%,48.58%,-0.0553
ARV89888.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
ASJ82192.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
ASJ82201.1 ___nucleoprotein,0.54398,0.45602,54.4%,45.6%,-0.1617
ASU06431.1 ___nucleoprotein,0.57104,0.42896,57.1%,42.9%,-0.2488
ASU06440.1 ___nucleoprotein,0.56834,0.43166,56.83%,43.17%,-0.2405
ASV62104.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62113.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62122.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62131.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62140.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62149.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62158.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62167.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62191.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62209.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62218.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62227.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62236.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ASV62259.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
ATY51096.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
ATY51105.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
ATY51114.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
ATY51123.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
ATY51132.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
ATY51141.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AVQ09619.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AVQ09628.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AVQ09637.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AVQ09646.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AVQ09655.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AWK96568.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AWK96577.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
AWK96586.1 ___nucleoprotein,0.57995,0.42005,57.99%,42.01%,-0.2757
AWK96595.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AWK96604.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AWK96613.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AWK96622.1 ___nucleoprotein,0.51962,0.48038,51.96%,48.04%,-0.0755
AWK96631.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AWK96640.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
AWU50984.2 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AWZ62324.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
AXH37624.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07378.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07387.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07396.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07405.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07414.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07423.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07432.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07441.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07450.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07459.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07468.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07477.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07486.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07495.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AXP07504.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
AYI50304.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AYI50313.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AYI50379.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
AYN74046.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74055.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74064.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74073.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74082.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74091.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74100.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74109.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74118.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74127.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74136.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74145.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74154.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74163.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74172.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYN74181.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
AYW17068.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
BAB69003.1 ___nucleoprotein,0.57104,0.42896,57.1%,42.9%,-0.2488
NP_066243.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
NP_690580.1 ___nucleoprotein,0.5724,0.4276,57.24%,42.76%,-0.253
QAT98503.1 ___nucleoprotein,0.52233,0.47767,52.23%,47.77%,-0.0855
QCF40464.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40473.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40482.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40491.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40500.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40509.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40527.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40536.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QCF40545.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QEU56413.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QMS54659.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
QNC49530.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49539.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49557.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49575.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49593.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49602.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49611.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49638.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49647.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49665.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49674.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49683.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QNC49692.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QOU08477.1 ___nucleoprotein,0.52233,0.47767,52.23%,47.77%,-0.0855
QOU08486.1 ___nucleoprotein,0.52097,0.47903,52.1%,47.9%,-0.0805
QXV44981.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
QXV44990.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
QYU59235.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QYU59244.1 ___nucleoprotein,0.54668,0.45332,54.67%,45.33%,-0.1708
QYU59271.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
QYU59280.1 ___nucleoprotein,0.57859,0.42141,57.86%,42.14%,-0.2717
QYU59289.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
QYU59298.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
QYU59307.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
QYU59316.1 ___nucleoprotein,0.52639,0.47361,52.64%,47.36%,-0.1003
SCD11531.1 ___nucleoprotein,0.53586,0.46414,53.59%,46.41%,-0.1338
URC21815.1 ___nucleoprotein,0.52774,0.47226,52.77%,47.23%,-0.1051
URC21823.1 ___nucleoprotein,0.53045,0.46955,53.04%,46.96%,-0.1148
WBH05257.1 ___nucleoprotein,0.54398,0.45602,54.4%,45.6%,-0.1617
WDG39713.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WDG39722.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WDG39731.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39662.1 ___nucleoprotein,0.50338,0.49662,50.34%,49.66%,-0.0134
WGV39671.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39680.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39689.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39698.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
WGV39707.1 ___nucleoprotein,0.5318,0.4682,53.18%,46.82%,-0.1196
