Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
AQZ41291.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0865,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0962,0.0337,0.0481,uređen
AQZ41291.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41302.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0865,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0962,0.0337,0.0481,uređen
AQZ41302.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41317.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AQZ41317.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41327.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AQZ41327.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41338.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AQZ41338.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41349.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AQZ41349.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41360.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AQZ41360.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41371.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AQZ41371.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
AQZ41382.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
AQZ41382.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ARC95296.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ARC95296.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ARC95305.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ARC95305.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ARG43220.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43220.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43229.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43229.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43238.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43238.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43247.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43247.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43256.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43256.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43265.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43265.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43274.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43274.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43283.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43283.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43292.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43292.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43301.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43301.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43310.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43310.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43319.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43319.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43328.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43328.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43337.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43337.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43346.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43346.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43355.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43355.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43364.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43364.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43373.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43373.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43382.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43382.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43391.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43391.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43400.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43400.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43409.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43409.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43418.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43418.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43427.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43427.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43436.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43436.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43445.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43445.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43454.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43454.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43463.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43463.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43472.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43472.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43481.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43481.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43490.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43490.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43499.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43499.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43508.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43508.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43517.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43517.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43526.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43526.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43535.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43535.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43544.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43544.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43553.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43553.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43562.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43562.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43571.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43571.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43580.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43580.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43589.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43589.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43598.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43598.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43607.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43607.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43616.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43616.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
ARG43625.1 ___matrix protein VP40,0.064,0.0099,0.0542,0.0197,0.0394,0.0542,0.0197,0.0936,0.0591,0.1182,0.0296,0.0296,0.0985,0.0542,0.0197,0.0345,0.0936,0.0739,0.0099,0.0246,uređen
ARG43625.1 ___matrix protein VP40,0.0732,0.0,0.0488,0.0407,0.0163,0.0813,0.0244,0.065,0.0488,0.0732,0.0163,0.0732,0.1382,0.0,0.0569,0.1138,0.0813,0.0407,0.0,0.0081,neuređen
