Naziv proteina,Molska Frakcija Uredjeni,Molska Frakcija Neuredjeni,Procenat uredjeni,Procenat neuredjeni,Frakcijska Razlika
QCF40530.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QCF40539.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QCF40548.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QDC12558.1 ___spike glycoprotein,0.69379,0.30621,69.38%,30.62%,-0.5586
QEU56416.1 ___spike glycoprotein GP,0.70414,0.29586,70.41%,29.59%,-0.5798
QMS54662.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QNC49533.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49542.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49560.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49578.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49596.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49605.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49614.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49641.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49650.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49668.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49677.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49686.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QNC49695.1 ___spike glycoprotein,0.71302,0.28698,71.3%,28.7%,-0.5975
QOU08480.1 ___spike glycoprotein,0.65923,0.34077,65.92%,34.08%,-0.4831
QOU08489.1 ___spike glycoprotein,0.65774,0.34226,65.77%,34.23%,-0.4796
QXV44984.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QXV44993.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
QYU59238.1 ___spike glycoprotein,0.68047,0.31953,68.05%,31.95%,-0.5304
QYU59247.1 ___spike glycoprotein,0.68047,0.31953,68.05%,31.95%,-0.5304
QYU59256.1 ___spike glycoprotein,0.69527,0.30473,69.53%,30.47%,-0.5617
QYU59265.1 ___spike glycoprotein,0.69527,0.30473,69.53%,30.47%,-0.5617
QYU59274.1 ___spike glycoprotein,0.69083,0.30917,69.08%,30.92%,-0.5525
QYU59283.1 ___spike glycoprotein,0.69083,0.30917,69.08%,30.92%,-0.5525
QYU59292.1 ___spike glycoprotein,0.71893,0.28107,71.89%,28.11%,-0.6091
QYU59301.1 ___spike glycoprotein,0.71893,0.28107,71.89%,28.11%,-0.6091
QYU59310.1 ___spike glycoprotein,0.70562,0.29438,70.56%,29.44%,-0.5828
QYU59319.1 ___spike glycoprotein,0.70562,0.29438,70.56%,29.44%,-0.5828
SCD11534.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WBH05260.1 ___spike glycoprotein,0.65774,0.34226,65.77%,34.23%,-0.4796
WDG39716.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WDG39725.1 ___virion spike glycoprotein precursor,0.69379,0.30621,69.38%,30.62%,-0.5586
WDG39734.1 ___virion spike glycoprotein precursor,0.69379,0.30621,69.38%,30.62%,-0.5586
WGV39670.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39679.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39688.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39697.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39706.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39715.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39724.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39733.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39742.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39751.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39760.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39769.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39778.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39787.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39796.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39805.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39814.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39823.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39832.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39841.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39850.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39859.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
WGV39868.1 ___virion spike glycoprotein precursor,0.70414,0.29586,70.41%,29.59%,-0.5798
YP_003815426.1 ___spike glycoprotein,0.6716,0.3284,67.16%,32.84%,-0.511
YP_003815435.1 ___spike glycoprotein,0.68047,0.31953,68.05%,31.95%,-0.5304
YP_009513277.1 ___spike glycoprotein,0.65923,0.34077,65.92%,34.08%,-0.4831
YP_138523.1 ___spike glycoprotein,0.69527,0.30473,69.53%,30.47%,-0.5617
