Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
APW84805.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
APW84814.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
APW84823.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
APW84832.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
APW84841.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
APW84850.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.035,0.3806,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.025,1.2689,0.0357,0.155,-0.7696,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AQS26701.1 ___virion spike glycoprotein precursor,0.0609,0.095,-0.3587,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0609,0.04,0.5231,0.0294,0.0,0,0.0294,0.01,1.9412
AQS26710.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.05,0.0084,0.0483,0.065,-0.2566,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AQS26719.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AQS26728.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AQS26737.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
AQZ41285.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.093,0.027,2.4425,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
AQZ41311.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
AQZ41322.1 ___spike glycoprotein,0.0645,0.0732,-0.1183,0.033,0.0,0.0,0.0496,0.0366,0.3548,0.033,0.0488,-0.3226,0.0559,0.0,0.0,0.07,0.0366,0.914,0.0134,0.0366,-0.6344,0.0566,0.0122,3.6452,0.0362,0.061,-0.4065,0.0928,0.0366,1.5376,0.0142,0.0366,-0.6129,0.0606,0.0,0.0,0.0441,0.0732,-0.3978,0.0535,0.0366,0.4624,0.0291,0.0854,-0.659,0.0889,0.2683,-0.6686,0.0677,0.061,0.1097,0.07,0.0854,-0.1797,0.0079,0.0,0,0.059,0.0122,3.8387
AQZ41332.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
AQZ41343.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
AQZ41354.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
AQZ41365.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
AQZ41376.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
ARC95297.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
ARC95306.1 ___virion spike glycoprotein precursor,0.063,0.095,-0.3366,0.0252,0.0,0.0,0.0504,0.055,-0.0833,0.0483,0.06,-0.1947,0.0567,0.01,4.6723,0.0903,0.05,0.8067,0.0168,0.045,-0.6265,0.0756,0.025,2.0252,0.0483,0.04,0.208,0.0924,0.04,1.3109,0.0021,0.015,-0.8599,0.0483,0.075,-0.3557,0.0441,0.075,-0.4118,0.0399,0.04,-0.0021,0.0567,0.03,0.8908,0.0357,0.15,-0.7619,0.0882,0.145,-0.3915,0.0588,0.04,0.4706,0.0294,0.0,0,0.0294,0.01,1.9412
ARQ84735.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
ARQ84746.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
ARQ84757.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
ARQ84768.1 ___spike glycoprotein,0.0672,0.027,1.4879,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0555,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0891,0.2703,-0.6702,0.0672,0.0811,-0.1707,0.0696,0.0946,-0.2644,0.0078,0.0,0,0.0586,0.0135,3.3393
ASJ82195.1 ___virion spike glycoprotein precursor,0.0722,0.0568,0.2724,0.0271,0.0044,5.2032,0.0406,0.0655,-0.3797,0.0609,0.0961,-0.3656,0.0564,0.0044,11.9233,0.0835,0.0437,0.9126,0.0181,0.0349,-0.4831,0.079,0.048,0.6448,0.0406,0.0262,0.5508,0.0903,0.0524,0.7231,0.0045,0.0175,-0.7415,0.0542,0.0437,0.2406,0.0406,0.1616,-0.7485,0.0339,0.0655,-0.4831,0.0587,0.0568,0.0339,0.0429,0.0786,-0.4544,0.0813,0.1092,-0.2556,0.0587,0.0262,1.24,0.0339,0.0,0,0.0226,0.0087,1.5847
ASJ82208.1 ___virion spike glycoprotein precursor,0.0701,0.0565,0.2409,0.0271,0.0043,5.2443,0.043,0.0652,-0.3409,0.0588,0.087,-0.3235,0.0543,0.0043,11.4887,0.0814,0.0522,0.5611,0.0181,0.0391,-0.5375,0.0792,0.0435,0.8213,0.0407,0.0304,0.3381,0.0905,0.0522,0.7345,0.0045,0.0174,-0.7398,0.0543,0.0435,0.2489,0.0452,0.1652,-0.7261,0.0339,0.0652,-0.4796,0.0588,0.0565,0.0407,0.0407,0.0783,-0.4796,0.0837,0.1087,-0.2299,0.0588,0.0261,1.2549,0.0339,0.0,0,0.0226,0.0043,4.2036
ASU45696.1 ___spike glycoprotein,0.0663,0.0282,1.3537,0.0328,0.0,0.0,0.0491,0.0423,0.163,0.0335,0.0423,-0.2062,0.0562,0.0,0.0,0.0694,0.0423,0.643,0.0133,0.0423,-0.6862,0.0562,0.0141,2.9875,0.0367,0.0563,-0.3493,0.092,0.0282,2.2676,0.014,0.0423,-0.6677,0.0601,0.0,0.0,0.0437,0.0845,-0.4831,0.0538,0.0282,0.9107,0.0296,0.0986,-0.6994,0.0897,0.2817,-0.6816,0.0671,0.0845,-0.2062,0.0702,0.0704,-0.0031,0.0078,0.0,0,0.0585,0.0141,3.1537
ASU45708.1 ___spike glycoprotein,0.0663,0.0282,1.3537,0.0328,0.0,0.0,0.0491,0.0423,0.163,0.0335,0.0423,-0.2062,0.0562,0.0,0.0,0.0694,0.0423,0.643,0.0133,0.0423,-0.6862,0.0562,0.0141,2.9875,0.0367,0.0563,-0.3493,0.092,0.0282,2.2676,0.014,0.0423,-0.6677,0.0601,0.0,0.0,0.0437,0.0845,-0.4831,0.0538,0.0282,0.9107,0.0296,0.0986,-0.6994,0.0897,0.2817,-0.6816,0.0671,0.0845,-0.2062,0.0702,0.0704,-0.0031,0.0078,0.0,0,0.0585,0.0141,3.1537
ASU45719.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45730.1 ___spike glycoprotein,0.0665,0.0267,1.4941,0.0329,0.0,0.0,0.0493,0.04,0.2324,0.0329,0.0533,-0.3838,0.0556,0.0,0.0,0.0696,0.04,0.741,0.0133,0.04,-0.6674,0.0571,0.0133,3.284,0.0368,0.0533,-0.3104,0.0923,0.0267,2.4624,0.0141,0.04,-0.6479,0.0603,0.0,0.0,0.043,0.1067,-0.5965,0.054,0.0267,1.0246,0.0297,0.0933,-0.6814,0.09,0.2667,-0.6626,0.0673,0.0667,0.0094,0.0689,0.0933,-0.2622,0.0078,0.0,0,0.0587,0.0133,3.4014
ASU45741.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45752.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45763.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45774.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45785.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45796.1 ___spike glycoprotein,0.0679,0.0141,3.8183,0.0328,0.0,0.0,0.0499,0.0282,0.7722,0.0328,0.0563,-0.4185,0.0554,0.0,0.0,0.0694,0.0423,0.643,0.0133,0.0423,-0.6862,0.0562,0.0141,2.9875,0.0367,0.0563,-0.3493,0.092,0.0282,2.2676,0.014,0.0423,-0.6677,0.0601,0.0,0.0,0.0437,0.0845,-0.4831,0.053,0.0282,0.883,0.0304,0.0986,-0.6914,0.0897,0.2676,-0.6648,0.0671,0.0845,-0.2062,0.0694,0.0986,-0.2959,0.0078,0.0,0,0.0585,0.0141,3.1537
ASU45807.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0141,0.0405,-0.6529,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0594,0.0,0.0,0.0438,0.0811,-0.46,0.0532,0.027,0.9672,0.0297,0.0946,-0.6859,0.0907,0.2703,-0.6644,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45818.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0141,0.0405,-0.6529,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0532,0.027,0.9672,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45829.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45840.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0133,0.0405,-0.6721,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0539,0.027,0.9961,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
ASU45851.1 ___spike glycoprotein,0.0665,0.027,1.459,0.0328,0.0,0.0,0.0493,0.0405,0.215,0.0328,0.0541,-0.3925,0.0563,0.0,0.0,0.0696,0.0405,0.7164,0.0141,0.0405,-0.6529,0.0563,0.0135,3.1658,0.0367,0.0541,-0.3202,0.0923,0.027,2.4136,0.0141,0.0405,-0.6529,0.0602,0.0,0.0,0.0438,0.0811,-0.46,0.0532,0.027,0.9672,0.0297,0.0946,-0.6859,0.0899,0.2703,-0.6673,0.0672,0.0811,-0.1707,0.0688,0.0946,-0.2726,0.0078,0.0,0,0.0586,0.0135,3.3393
