Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AQZ41285.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.088,0.0015,58.5,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
AQZ41311.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
AQZ41322.1 ___spike glycoprotein,0.0606,0.0044,12.6667,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.034,0.0037,8.2,0.0872,0.0022,38.3333,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.0503,0.0022,21.6667,0.0273,0.0052,4.2857,0.0835,0.0163,4.1364,0.0636,0.0037,16.2,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
AQZ41332.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
AQZ41343.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
AQZ41354.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
AQZ41365.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
AQZ41376.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ARC95297.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
ARC95306.1 ___virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.0355,0.0163,1.1818,0.034,0.0178,0.9167,0.0399,0.003,12.5,0.0636,0.0148,3.3,0.0118,0.0133,-0.1111,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.0015,0.0044,-0.6667,0.034,0.0222,0.5333,0.0311,0.0222,0.4,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0251,0.0444,-0.4333,0.0621,0.0429,0.4483,0.0414,0.0118,2.5,0.0207,0.0,0,0.0207,0.003,6.0
ARQ84735.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ARQ84746.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ARQ84757.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ARQ84768.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASJ82195.1 ___virion spike glycoprotein precursor,0.0476,0.0193,1.4615,0.0179,0.0015,11.0,0.0268,0.0223,0.2,0.0402,0.0327,0.2273,0.0372,0.0015,24.0,0.0551,0.0149,2.7,0.0119,0.0119,0.0,0.0521,0.0164,2.1818,0.0268,0.0089,2.0,0.0595,0.0179,2.3333,0.003,0.006,-0.5,0.0357,0.0149,1.4,0.0268,0.0551,-0.5135,0.0223,0.0223,0.0,0.0387,0.0193,1.0,0.0283,0.0268,0.0556,0.0536,0.0372,0.44,0.0387,0.0089,3.3333,0.0223,0.0,0,0.0149,0.003,4.0
ASJ82208.1 ___virion spike glycoprotein precursor,0.0461,0.0193,1.3846,0.0179,0.0015,11.0,0.0283,0.0223,0.2667,0.0387,0.0298,0.3,0.0357,0.0015,23.0,0.0536,0.0179,2.0,0.0119,0.0134,-0.1111,0.0521,0.0149,2.5,0.0268,0.0104,1.5714,0.0595,0.0179,2.3333,0.003,0.006,-0.5,0.0357,0.0149,1.4,0.0298,0.0565,-0.4737,0.0223,0.0223,0.0,0.0387,0.0193,1.0,0.0268,0.0268,0.0,0.0551,0.0372,0.48,0.0387,0.0089,3.3333,0.0223,0.0,0,0.0149,0.0015,9.0
ASU45696.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.0318,0.0022,13.3333,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.0665,0.0037,17.0,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45708.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.0318,0.0022,13.3333,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.0665,0.0037,17.0,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45719.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45730.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.054,0.0007,72.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0407,0.0059,5.875,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0037,16.2,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45741.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45752.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45763.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45774.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45785.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45796.1 ___spike glycoprotein,0.0643,0.0007,86.0,0.031,0.0,0.0,0.0473,0.0015,31.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.0503,0.0015,33.0,0.0288,0.0052,4.5714,0.085,0.014,5.0526,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45807.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0133,0.0022,5.0,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0562,0.0,0.0,0.0414,0.0044,8.3333,0.0503,0.0015,33.0,0.0281,0.0052,4.4286,0.0857,0.0148,4.8,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45818.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0133,0.0022,5.0,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.0503,0.0015,33.0,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45829.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45840.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45851.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0133,0.0022,5.0,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.0503,0.0015,33.0,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45862.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0133,0.0022,5.0,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.0503,0.0015,33.0,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU45873.1 ___spike glycoprotein,0.0628,0.0015,41.5,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0532,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.085,0.0148,4.75,0.0636,0.0044,13.3333,0.065,0.0052,11.5714,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89921.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89933.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89944.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0835,0.0148,4.65,0.0643,0.0044,13.5,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89955.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0517,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.088,0.0015,58.5,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89966.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0517,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.088,0.0015,58.5,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0421,0.0044,8.5,0.0503,0.0015,33.0,0.0281,0.0052,4.4286,0.0828,0.0148,4.6,0.065,0.0037,16.6,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89977.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0835,0.0148,4.65,0.0643,0.0044,13.5,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89988.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU89999.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0835,0.0148,4.65,0.0643,0.0044,13.5,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU90010.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0421,0.0044,8.5,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0828,0.0148,4.6,0.0643,0.0044,13.5,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU90021.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
ASU90032.1 ___spike glycoprotein,0.0636,0.0015,42.0,0.031,0.0,0.0,0.0466,0.0022,20.0,0.031,0.003,9.5,0.0525,0.0,0.0,0.0658,0.0022,28.6667,0.0126,0.0022,4.6667,0.0532,0.0007,71.0,0.0347,0.003,10.75,0.0872,0.0015,58.0,0.0133,0.0022,5.0,0.0569,0.0,0.0,0.0414,0.0044,8.3333,0.051,0.0015,33.5,0.0281,0.0052,4.4286,0.0843,0.0148,4.7,0.0636,0.0044,13.3333,0.0658,0.0052,11.7143,0.0074,0.0,0,0.0554,0.0007,74.0
